SKU;Título;Preço;Quantidade;Condição;Marca;Modelo;Código universal de produto;Garantia;Tipo de garantia;Descrição
SKU-023-KOS-1473405;Chave Seta Doblo Idea Palio c/ Trip Kostal 1473405;699.9;1;Novo;Kostal;1473405;100164287;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Doblò (EX / ELX / HLX / Adventure / Cargo) — Motor 1.3 16V / 1.4 8V Fire / 1.8 8V Powertrain / 1.8 16V E.torQ Gasolina / Flex (2002 a 2016)
• Fiat Idea (ELX / HLX / Adventure / Attractive / Essence) — Motor 1.4 8V / 1.8 8V / 1.6 16V / 1.8 16V Flex (2006 a 2016)
• Fiat Palio / Palio Weekend (HLX / ELX / Adventure (G3)) — Motor 1.4 8V / 1.8 8V Flex Flex (2004 a 2014)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em modelos sem limpador traseiro.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1473405
• Código Original (OEM): 100164287, 735365520, 735410425
• Códigos Similares: Marília IM12405, Diretec DTC1205, Ospina 042405
• Voltagem: 12V
• Funcoes Integradas: Comando de seta e faróis alto/baixo com Follow Me Home, Limpador dianteiro com temporizador, Limpador e lavador do vidro traseiro, Função de computador de bordo TRIP na alavanca, Pisca-alerta na carcaça
• Dimensoes Aprox Cm: 26 x 15 x 10
• Peso Gramas: 430
• Padrao Fabricacao: Padrão Original Kostal Linha Fiat
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Doblo Idea Palio Weekend com Trip e Limpador Traseiro Kostal 1473405 (Kostal 1473405)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-024-KOS-1473500;Chave Seta Doblo Cargo Palio Strada Kostal 1473500;569.9;1;Novo;Kostal;1473500;100164286;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Doblò (Cargo / EX) — Motor 1.3 / 1.4 / 1.8 Gasolina / Flex (2002 a 2016)
• Fiat Palio / Siena (Fire / ELX (G3)) — Motor 1.0 / 1.4 / 1.8 Flex (2004 a 2014)
• Fiat Strada (Working / Fire / Trekking (G3)) — Motor 1.4 / 1.8 Flex Flex (2004 a 2012)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em modelos que utilizam computador de bordo TRIP na alavanca.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1473500
• Código Original (OEM): 100164286, 735365519, 735410424
• Códigos Similares: Marília IM12500, Diretec DTC1200, Ospina 042500
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejo, Limpador de para-brisa dianteiro, Pisca-alerta integrado, SEM limpador traseiro e SEM função TRIP
• Dimensoes Aprox Cm: 25 x 14 x 9
• Peso Gramas: 380
• Padrao Fabricacao: Padrão Original Kostal Linha Fiat
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Doblo Palio Siena Strada sem Limpador Traseiro Kostal 1473500 (Kostal 1473500)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-025-KOS-1510640;Chave Seta Ford Ka 1997 a 1999 c/ Traseiro Kostal 1510640;359.9;1;Novo;Kostal;1510640;97KB13335BA;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Ford Ka (CLX / Street / Image / Techno) — Motor 1.0 Endura / 1.3 Endura / 1.0 Zetec Rocam Gasolina (1997 a 1999)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em Ford Ka ano 2000 em diante (utiliza conector e chicote da linha Kostal 1510520).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1510640
• Código Original (OEM): 97KB13335BA, 97KB-13335-BA, 1028389
• Códigos Similares: Marília IM12640, Diretec DTC1640, Ospina 042640
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Comutação de farol alto/baixo e lampejo, Limpador de para-brisa dianteiro com temporizador, Limpador e lavador do vidro traseiro, Buzina na alavanca e pisca-alerta integrado
• Dimensoes Aprox Cm: 25 x 14 x 9
• Peso Gramas: 380
• Padrao Fabricacao: Padrão Original Ford Kostal
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Ford Ka 1997 1998 1999 com Limpador Traseiro Kostal 1510640 (Kostal 1510640)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-026-KOS-1510641;Chave Seta Ford Ka 1997 a 1999 s/ Traseiro Kostal 1510641;339.9;1;Novo;Kostal;1510641;97KB13335AA;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Ford Ka (Standard / Básico) — Motor 1.0 Endura / 1.3 Endura Gasolina (1997 a 1999)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em modelos com limpador traseiro.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1510641
• Código Original (OEM): 97KB13335AA, 97KB-13335-AA, 1028388
• Códigos Similares: Marília IM12641, Diretec DTC1641, Ospina 042641
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejo, Limpador dianteiro com temporizador, Buzina na alavanca e pisca-alerta, SEM limpador traseiro
• Dimensoes Aprox Cm: 25 x 14 x 9
• Peso Gramas: 365
• Padrao Fabricacao: Padrão Original Ford Kostal
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Ford Ka 1997 1998 1999 sem Limpador Traseiro Kostal 1510641 (Kostal 1510641)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-027-KOS-1510521;Chave Seta Fiesta Sedan Courier Ka Kostal 1510521;369.9;1;Novo;Kostal;1510521;96FB13335AB;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Ford Courier (Standard / XL / Si / L / Van) — Motor 1.3 Endura / 1.4 16V Zetec / 1.6 8V Zetec Rocam Gasolina / Flex (1997 a 2013)
• Ford Fiesta Sedan / Fiesta Street (Street / Class / GL / Personnalité) — Motor 1.0 / 1.6 Zetec Rocam / 1.0 Endura Gasolina / Flex (1996 a 2006)
• Ford Ka (GL / Image / Action / MP3 / Tecno) — Motor 1.0 / 1.6 Zetec Rocam Gasolina / Flex (2000 a 2014)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em Fiesta com limpador traseiro (utilizar Kostal 1510520).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1510521
• Código Original (OEM): 96FB13335AB, 96FB-13335-AB, XS6113335AA
• Códigos Similares: Marília IM12521, Diretec DTC1521, Ospina 042521
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Comutador de farol alto/baixo e lampejo, Limpador de para-brisa dianteiro com temporizador, Buzina na ponta da alavanca esquerda, Interruptor de emergência (pisca-alerta na carcaça), SEM limpador traseiro
• Dimensoes Aprox Cm: 25 x 14 x 9
• Peso Gramas: 375
• Padrao Fabricacao: Padrão Original Ford Kostal
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Ford Fiesta Sedan Street Courier Ka sem Limpador Traseiro Kostal 1510521 (Kostal 1510521)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-028-KOS-1510520;Chave Seta Fiesta Street Ka c/ Buzina Kostal 1510520;385.9;1;Novo;Kostal;1510520;96FB13335BB;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Ford Fiesta Hatch / Fiesta Street (CLX / GL / Class / Sport / Street) — Motor 1.0 Endura / 1.3 Endura / 1.0 e 1.6 Zetec Rocam Gasolina / Flex (1996 a 2007)
• Ford Ka (GL / Image / Action / XR 1.6 / Black / MP3 / Tecno) — Motor 1.0 / 1.6 Zetec Rocam Gasolina / Flex (2000 a 2014)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve no New Fiesta mexicano/nacional (2011 em diante).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1510520
• Código Original (OEM): 96FB13335BB, 96FB-13335-BB, XS6113335BA
• Códigos Similares: Marília IM12520, Diretec DTC1520, Ospina 042520
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejo, Limpador de para-brisa dianteiro com temporizador, Limpador e lavador do vidro traseiro, Buzina na ponta da alavanca esquerda, Interruptor de emergência (pisca-alerta na carcaça)
• Dimensoes Aprox Cm: 25 x 14 x 9
• Peso Gramas: 385
• Padrao Fabricacao: Padrão Original Ford Kostal
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Ford Fiesta Hatch Street Ka com Limpador Traseiro e Buzina Kostal 1510520 (Kostal 1510520)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-029-KOS-1510530;Chave Seta Fiesta Ecosport Novo Ka Kostal 1510530;379.9;1;Novo;Kostal;1510530;2S6513335BA;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Ford Ecosport (XL / XLS / XLT / Freestyle / 4WD) — Motor 1.6 8V Zetec Rocam / 2.0 16V Duratec Gasolina / Flex (2003 a 2012)
• Ford Fiesta Hatch (New Fiesta Amazon) (First / Trend / Class / Trail) — Motor 1.0 / 1.6 8V Zetec Rocam Gasolina / Flex (2002 a 2014)
• Ford Ka (Fly / Pulse / Action / Sport) — Motor 1.0 / 1.6 8V Zetec Rocam Flex (2008 a 2013)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em Fiesta Sedan (sedan não possui limpador traseiro - usa Kostal 1510520 ou 1510521).
• Não possui acionamento de farol de neblina/milha na alavanca (veículos com milha usam Kostal 1510640 ou 1510641).
• Não serve em EcoSport G2 (2013 em diante) nem New Fiesta Mexicano/Nacional (plataforma global).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 1510530
• Código Original (OEM): 2S6513335BA, 2S65-13335-BA, 1S6513335BA, 1S6513335BB, 5S6513335BA
• Códigos Similares: Marília IM12530, Diretec DTC1530, Ospina 042530
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejo, Limpador de para-brisa dianteiro com temporizador, Limpador e lavador do vidro traseiro, Pisca-alerta integrado na carcaça superior
• Dimensoes Aprox Cm: 25 x 14 x 9
• Peso Gramas: 380
• Padrao Fabricacao: Padrão Original Ford Kostal Linha Amazon
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Ford Fiesta Hatch Ecosport Ka com Limpador Traseiro Kostal 1510530 (Kostal 1510530)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-030-KOS-10003264;Chave Seta Celta 2000 a 2006 c/ Traseiro Kostal 10003264;299.9;1;Novo;Kostal;10003264;93378441;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / Spirit / Super / Energy) — Motor 1.0 8V / 1.4 8V VHC Gasolina e Flexpower Gasolina / Flex (2000 a 2006)


⚠️ ALERTAS DE COMPATIBILIDADE
• Exclusivo para Celta 2000 a 2006 (G1 - frente antiga) COM limpador traseiro.
• Não serve em modelos sem limpador traseiro (usam Kostal 10003263).
• Não serve em Celta 2007 em diante (painel novo com buzina no volante - usam Kostal 10147724 ou 10013879).
• Não serve em Prisma (Prisma só foi lançado a partir de 2007 com painel moderno).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10003264
• Código Original (OEM): 93378441, 93356885, 93383040
• Códigos Similares: Marília IM12264, Diretec DTC1264, Ospina 042264
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Comutação farol alto/baixo e lampejo, Limpador dianteiro com temporizador, Limpador e lavador traseiro, Pisca-alerta na carcaça superior
• Dimensoes Aprox Cm: 24 x 14 x 9
• Peso Gramas: 360
• Padrao Fabricacao: Padrão Original Kostal GM
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Chevrolet Celta 2000 a 2006 com Limpador Dianteiro e Traseiro Kostal 10003264 (Kostal 10003264)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-031-KOS-10147724;Chave Seta Celta Prisma 2007 a 2010 Kostal 10147724;339.9;1;Novo;Kostal;10147724;93383038;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / Spirit / Super) — Motor 1.0 8V VHC / VHCE Flexpower Flex (2007 a 2010)
• Chevrolet Prisma (Joy / Maxx) — Motor 1.4 8V Econoflex / 1.0 Flex Flex (2007 a 2010)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em modelos com limpador traseiro (Celta com limpador traseiro usa Kostal 10013879).
• Não serve em Celta 2000 a 2006 (painel antigo com buzina na alavanca).
• Não serve em Corsa Classic / Corsa Wind.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10147724
• Código Original (OEM): 93383038, 94701444, 93384388, 93382268
• Códigos Similares: Marília IM12724, Diretec DTC1724, Ospina 042724
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejador, Limpador de para-brisa dianteiro com temporizador, Pisca-alerta integrado, SEM limpador traseiro e SEM buzina na alavanca
• Dimensoes Aprox Cm: 24 x 14 x 9
• Peso Gramas: 365
• Padrao Fabricacao: Padrão Original Kostal GM
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Chevrolet Celta Prisma 2007 a 2010 sem Limpador Traseiro Kostal 10147724 (Kostal 10147724)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-032-KOS-10002290;Chave Seta Palio Weekend Farol Duplo Trip Kostal 10002290;549.9;1;Novo;Kostal;10002290;100185358;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Palio (Essence / Sporting / Attractive / 1.8R (G4)) — Motor 1.4 / 1.6 16V / 1.8 8V Flex Flex (2008 a 2014)
• Fiat Palio Weekend (Trekking / Adventure Locker (G4)) — Motor 1.4 / 1.8 / 1.6 16V / 1.8 16V Flex (2008 a 2014)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não compatível com modelos de farol mono-parábola simples (lâmpada H4).
• Não serve em Fiat Siena nem Fiat Strada de fábrica por conter acionamento de limpador traseiro integrado (Siena e Strada utilizam Kostal 10019263 ou 10015563).
• Não serve em modelos sem computador de bordo TRIP (usam Kostal 10015566).
• Não serve em modelos com cinta de airbag embutida.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10002290
• Código Original (OEM): 100185358, 100190820, 100190824
• Códigos Similares: Marília IM12290, Diretec DTC1290, Ospina 042290
• Voltagem: 12V
• Funcoes Integradas: Comutação para Farol com Duplo Refletor (Bi-Parábola), Comando de seta com retorno automático, Follow Me Home, Limpador dianteiro e limpador traseiro, Função de computador de bordo TRIP na alavanca, Interruptor do desembaçador traseiro e pisca-alerta
• Dimensoes Aprox Cm: 26 x 15 x 10
• Peso Gramas: 450
• Padrao Fabricacao: Padrão Original Kostal Fiat
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Palio e Palio Weekend Farol Bi-Parabola com Trip Desembacador e Limpador Traseiro Kostal 10002290 (Kostal 10002290)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-033-KOS-10003263;Chave Seta Celta 2000 a 2006 c/ Buzina Kostal 10003263;329.9;1;Novo;Kostal;10003263;93378440;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / Spirit / Super) — Motor 1.0 8V / 1.4 8V VHC Gasolina e Flex Gasolina / Flex (2000 a 2006)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em modelos com limpador traseiro (usam Kostal 10003264).
• Não serve em Celta 2007 em diante (painel novo - usam 10147724 / 10015530).
• Não serve em Prisma nem Corsa.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10003263
• Código Original (OEM): 93378440, 93356884, 93383039
• Códigos Similares: Marília IM12263, Diretec DTC1263, Ospina 042263
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejo, Limpador de para-brisa dianteiro com temporizador, Buzina na ponta da alavanca esquerda, Pisca-alerta na carcaça, SEM limpador traseiro
• Dimensoes Aprox Cm: 24 x 14 x 9
• Peso Gramas: 355
• Padrao Fabricacao: Padrão Original Kostal GM
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Chevrolet Celta 2000 a 2006 sem Limpador Traseiro com Buzina Kostal 10003263 (Kostal 10003263)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-034-KOS-10015530;Chave Seta Celta Prisma 2010 a 2015 Kostal 10015530;329.9;1;Novo;Kostal;10015530;94749141;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / LS / LT / Advantage) — Motor 1.0 8V VHCE Flexpower Flex (2010 a 2015)
• Chevrolet Prisma (Joy / Maxx / LT) — Motor 1.0 / 1.4 8V Econoflex Flex (2010 a 2012)


⚠️ ALERTAS DE COMPATIBILIDADE
• Modelo SEM TEMPORIZADOR no limpador dianteiro (veículos com temporizador utilizam Kostal 10015096).
• Não serve em modelos com limpador traseiro.
• Não serve em Celta 2000 a 2006 (G1 painel antigo).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10015530
• Código Original (OEM): 94749141
• Códigos Similares: Marília IM12530GM, Diretec DTC1531, Ospina 042531
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejador, Limpador de para-brisa dianteiro SEM TEMPORIZADOR (velocidades contínuas I e II), Chicote/conector traseiro de 22 pinos, SEM limpador traseiro, SEM temporizador e SEM buzina na alavanca
• Dimensoes Aprox Cm: 24 x 14 x 9
• Peso Gramas: 360
• Padrao Fabricacao: Padrão Original Kostal GM
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Chevrolet Celta Prisma 2010 a 2015 sem Limpador Traseiro Kostal 10015530 (Kostal 10015530)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-035-KOS-10015096;Chave Seta Celta Prisma c/ Temporizador Kostal 10015096;379.9;1;Novo;Kostal;10015096;94749143;6 meses;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / LS / LT) — Motor 1.0 8V VHCE Flex Flex (2010 a 2015)
• Chevrolet Prisma (Joy / Maxx / LT) — Motor 1.0 / 1.4 8V Econoflex Flex (2010 a 2012)


⚠️ ALERTAS DE COMPATIBILIDADE
• Modelo COM TEMPORIZADOR integrado (veículos sem temporizador utilizam Kostal 10015530).
• Não serve em modelos com limpador traseiro.
• Não serve em Celta 2000 a 2006 (painel antigo).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10015096
• Código Original (OEM): 94749143
• Códigos Similares: Marília IM12096, Diretec DTC1096, Ospina 042096
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejo, Limpador de para-brisa dianteiro COM TEMPORIZADOR INTEGRADO, Chicote/conector traseiro de 22 pinos, SEM limpador traseiro e SEM buzina na alavanca
• Dimensoes Aprox Cm: 24 x 14 x 9
• Peso Gramas: 365
• Padrao Fabricacao: Padrão Original Kostal GM
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Chevrolet Celta Prisma com Temporizador Kostal 10015096 (Kostal 10015096)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
